Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
25,"GM Post","Police recruits: Training tomorrow's workforce",1992,"FBI L. Enforcement Bull.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/fbileb61&section=20","https://scholar.google.com/scholar?cites=3335408030600465508&as_sdt=2005&sciodt=0,5&hl=en",742,"2021-09-29 11:06:12","PDF","","","",,,,,25,0.86,25,1,29,"… Alvin and Heidi Toffler. 'The Future of Law Enforcement: Dangerous and Different,"" FMl … The Code Enforcement Team and Community Policing Based on its continued success and the overwhelming acceptance by all levels of police department personnel, the Code …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/fbileb61&section=20","https://scholar.google.com/scholar?q=related:ZAztnO6_SS4J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
13,"M Van Kirk","Response time analysis",1977,"Washington, DC: US Department of Justice …","ojp.gov","https://www.ojp.gov/pdffiles1/Digitization/47076NCJRS.pdf","https://scholar.google.com/scholar?cites=9236291251299434061&as_sdt=2005&sciodt=0,5&hl=en",743,"2021-09-29 11:06:12","PDF","","","",,,,,13,0.30,13,1,44,"… I. I I I vi Page 8. THE BACKGRa.JND OF THE STUDY The joint interests of the National Institute for Law Enforcement and Crim … ""conventional wisdom"" :in this area of police operations … singled out five major areas of policing :including response time for intensive study …","https://www.ojp.gov/pdffiles1/Digitization/47076NCJRS.pdf","https://scholar.google.com/scholar?q=related:TT7AA_XlLYAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
38,"WV Pelfrey Jr","Parallels between community oriented policing and the war on terrorism: Lessons learned",2005,"Criminal Justice Studies","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/14786010500451190","https://scholar.google.com/scholar?cites=14242981332308901279&as_sdt=2005&sciodt=0,5&hl=en",744,"2021-09-29 11:06:12","","10.1080/14786010500451190","","",,,,,38,2.38,38,1,16,"… the eyes and inspection capabilities of other agencies can dramatically expand law enforcement's pre‐emptive powers … Many of the success stories within community and problem oriented policing are founded in successful linkages between police departments and …","https://www.tandfonline.com/doi/pdf/10.1080/14786010500451190","https://scholar.google.com/scholar?q=related:n73KJg88qcUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
27,"ME Buerger","The challenge of reinventing police and community",1993,"Police Innovation and Control of the Police","Springer","https://link.springer.com/chapter/10.1007/978-1-4613-8312-3_6","https://scholar.google.com/scholar?cites=11503981724584894363&as_sdt=2005&sciodt=0,5&hl=en",745,"2021-09-29 11:06:12","","10.1007/978-1-4613-8312-3_6","","",,,,,27,0.96,27,1,28,"… In that sense, community-oriented policing to date is only a bit more than the old ""police … of the community, particularly those citizens who receive the lion's share of direct police service: the … To the street cops, the status quo of law enforcement is the Cadillac of police service, and …","","https://scholar.google.com/scholar?q=related:m993hG1app8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
33,"LWC Lai, P Yung, RYM Li, DCW Ho","The private supply of and public demand for planning: compliance with planning conditions in the absence of direct statutory enforcement measures",2007,"Planning, Practice & …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/02697450701770084","https://scholar.google.com/scholar?cites=4551913218027537903&as_sdt=2005&sciodt=0,5&hl=en",746,"2021-09-29 11:06:12","","10.1080/02697450701770084","","",,,,,33,2.36,8,4,14,"… From a utilitarian perspective of law enforcement, the Hong Kong model of planning conditions is highly peculiar if not also problematic in … The private supply of and public demand for planning: Compliance with planning conditions in the absence of direct statutory enforcement …","https://www.tandfonline.com/doi/pdf/10.1080/02697450701770084","https://scholar.google.com/scholar?q=related:78XvaPSkKz8J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
42,"N Wain, B Ariel","Tracking of police patrol",2014,"Policing: A Journal of Policy and Practice","academic.oup.com","https://academic.oup.com/policing/article-abstract/8/3/274/1518931","https://scholar.google.com/scholar?cites=10830732488007694728&as_sdt=2005&sciodt=0,5&hl=en",747,"2021-09-29 11:06:12","","","","",,,,,42,6.00,21,2,7,"… However, it also branded the British police officer as a reactive 'crime fighter', responding to calls for service in a way that was quickly labelled 'fire brigade policing' (Gordon, 1984), as popularized by the television series 'Z' Cars (Reiner, 2010, p. 79) …","https://academic.oup.com/policing/article-pdf/8/3/274/4361102/pau017.pdf","https://scholar.google.com/scholar?q=related:iDn7bNB9TpYJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
62,"N Bland, T Read, B Webb","Policing anti-social behaviour",2000,"","live-cpop.ws.asu.edu","https://live-cpop.ws.asu.edu/sites/default/files/problems/panhandling/PDFs/Bland&Read_2000.pdf","https://scholar.google.com/scholar?cites=9593104117401920969&as_sdt=2005&sciodt=0,5&hl=en",748,"2021-09-29 11:06:12","BOOK","","","",,,,,62,2.95,21,3,21,"… employing a range of methods to address anti-social behaviour, from direct street-level law enforcement to working … Many, if not all, of the forces we visited, used street-level, direct policing methods to tackle … However, the approach adopted by the police to enforcement differed …","https://live-cpop.ws.asu.edu/sites/default/files/problems/panhandling/PDFs/Bland&Read_2000.pdf","https://scholar.google.com/scholar?q=related:ySUUS16NIYUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
9,"J Ransley","Policing through third parties: Increasing coercion or improving legitimacy?",2016,"The Politics of Policing: Between Force and Legitimacy","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/S1521-613620160000021003/full/html","https://scholar.google.com/scholar?cites=352080796714385733&as_sdt=2005&sciodt=0,5&hl=en",749,"2021-09-29 11:06:12","","10.1108/S1521-613620160000021003","","",,,,,9,1.80,9,1,5,"… Therefore, one appeal of third party policing for governments and law enforcement is that non … Especially in times of fiscal restraint this has economic advantages (Eck & Eck, 2012), as well as giving police access to new levers and remedies, such as civil orders and …","","https://scholar.google.com/scholar?q=related:RcFlhJ7X4gQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
68,"MK Nalla, MJ Lynch, MJ Leiber","Determinants of police growth in Phoenix, 1950–1988",1997,"Justice Quarterly","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/07418829700093241","https://scholar.google.com/scholar?cites=13750003865739815896&as_sdt=2005&sciodt=0,5&hl=en",750,"2021-09-29 11:06:12","","10.1080/07418829700093241","","",,,,,68,2.83,23,3,24,"… Rational public choice theory has generated a fairly extensive empirical literature, particularly in connection with the history of policing. Lane (1967) and Richardson (1970), for example, argue that modern police forces emerged as a result of public demand for social order …","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/jquart14&section=13","https://scholar.google.com/scholar?q=related:2GurTarT0b4J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
2068,"AJ Reiss","The police and the public",1971,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=2ErEylE6PUgC&oi=fnd&pg=PP12&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=tIuIRqdfs0&sig=r0DDIUEWd_noOttm6fWFCTkIOpg","https://scholar.google.com/scholar?cites=938016652845332130&as_sdt=2005&sciodt=0,5&hl=en",751,"2021-09-29 11:06:12","BOOK","","","",,,,,2068,41.36,2068,1,50,"… Except for traffic, most of the policing of everyday life arises during routine patrol … Nowhere in law enforcement is the problem of establish- ing legitimacy of authority more difficult … Patrolmen in a modernized police department are or- ganized around a centralized command where …","","https://scholar.google.com/scholar?q=related:ojY_Ci2BBA0J:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
60,"JH Ratcliffe","Knowledge management challenges in the development of intelligence-led policing",2008,"The Handbook of Knowledge-Based Policing …","books.google.com","https://books.google.com/books?hl=en&lr=&id=CF5FF49IifQC&oi=fnd&pg=PA205&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=TV79i6wUph&sig=lCz5GQYWkyfjCtZF5fUC8oefTSc","https://scholar.google.com/scholar?cites=2731278294584054855&as_sdt=2005&sciodt=0,5&hl=en",752,"2021-09-29 11:06:12","","","","",,,,,60,4.62,60,1,13,"… Although community policing is a rather protean concept within law enforcement, it can be summarized as a philosophy and strategy that seeks to increase the level of contact between the police and the local population …","https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.364.6334&rep=rep1&type=pdf","https://scholar.google.com/scholar?q=related:R9RqUyNz5yUJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
48,"B Taylor, C Koper, D Woods","Combating vehicle theft in Arizona: A randomized experiment with license plate recognition technology",2012,"Criminal Justice Review","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0734016811425858","https://scholar.google.com/scholar?cites=7717622404837704762&as_sdt=2005&sciodt=0,5&hl=en",753,"2021-09-29 11:06:12","","10.1177/0734016811425858","","",,,,,48,5.33,16,3,9,"This article focuses on a relatively new innovation for use by law enforcement, license plate recognition (LPR) systems, in fighting auto theft. While it is a promising technology, there has not be...","https://journals.sagepub.com/doi/pdf/10.1177/0734016811425858","https://scholar.google.com/scholar?q=related:OoTy_q-AGmsJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
196,"RN Haarr","The making of a community policing officer: The impact of basic training and occupational socialization on police recruits",2001,"Police quarterly","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/109861101129197923","https://scholar.google.com/scholar?cites=10399551530785799858&as_sdt=2005&sciodt=0,5&hl=en",754,"2021-09-29 11:06:12","","10.1177/109861101129197923","","",,,,,196,9.80,196,1,20,"… as referents for several police organizational characteristics such as workload, calls for service, and opportunities to engage in community policing … and the makeup of the recruit class (ie, a recruit class with a number of police recruits with prior law enforcement or military …","https://journals.sagepub.com/doi/pdf/10.1177/109861101129197923","https://scholar.google.com/scholar?q=related:sn7bnwShUpAJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
1290,"RC Trojanowicz, B Bucqueroux","Community policing: How to get started",1998,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=vWbCRPwNf1kC&oi=fnd&pg=PP2&dq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&ots=Mr3_KRIxHP&sig=HUHWi7exLZM7ZTxXrSI38TskVno","https://scholar.google.com/scholar?cites=5235822158550745651&as_sdt=2005&sciodt=0,5&hl=en",755,"2021-09-29 11:06:12","BOOK","","","",,,,,1290,56.09,645,2,23,"… In particular, I want to thank my friend Drew Diamond of the Police Execu- tive … Thanks as well to Bill Matthews of the Community Policing Consortium, who informs the process … to Ira Harris and James McIver of the National Organi- zation of Black Law Enforcement Executives for …","","https://scholar.google.com/scholar?q=related:M0KJO4NgqUgJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
7,"CT Casady","Privacy issues in the presentation of geocoded data",1999,"Crime Mapping News","justiceacademy.org","https://justiceacademy.org/iShare/Library-CrimeMap/cops-w0052-pub.pdf","https://scholar.google.com/scholar?cites=1449007804175980371&as_sdt=2005&sciodt=0,5&hl=en",756,"2021-09-29 11:06:12","PDF","","","",,,,,7,0.32,7,1,22,"… of GIS in law enforcement, written by law enforcement personnel involved in the … But as community policing teaches us, when a neighbor- hood perceives a crime problem, it … The map was constructed by utilizing the police calls for service (CFS) data for the entire year of 1998 …","https://justiceacademy.org/iShare/Library-CrimeMap/cops-w0052-pub.pdf","https://scholar.google.com/scholar?q=related:U5ettOvoGxQJ:scholar.google.com/&scioq=police%7Cpolicing%7C%22law+enforcement%22+%22calls+for+service%22%7C%22calls+for+assistance%22%7C%22calls+for+police+service%22%7C%22reactive+demand%22%7C%22public+demand%22%7C%22citizen+demand%22&hl=en&as_sdt=0,5"
